DOI,Layer,Indegree,Direct,Freq,Seed,Citation_Count,Score
10.1016/0006-8993(71)90272-1,3,1,0,1,0,79,14.2231
10.1016/0304-3940(77)90018-0,3,1,0,1,0,10,14.3264
10.1016/0031-9384(74)90313-8,3,1,0,1,0,108,14.1821
10.1016/0006-8993(75)90885-9,3,1,0,1,0,30,14.2956
10.1016/0006-8993(76)90007-x,3,1,0,1,0,148,14.1277
10.1016/0006-8993(77)91025-3,3,1,0,1,0,23,14.3063
10.1016/0006-8993(77)90047-6,3,2,0,2,0,65,11.5687
10.1016/0006-8993(79)90461-x,3,1,0,1,0,110,14.1793
10.1037/h0077391,3,1,0,1,0,77,14.226
10.1002/cne.901800310,3,1,0,1,0,998,13.3111
10.1016/0304-3940(78)90160-x,3,1,0,1,0,127,14.1559
10.1146/annurev.pa.18.040178.000345,3,1,0,1,0,250,14.0013
10.1007/bf00428696,3,1,0,1,0,199,14.0623
10.1037/h0077500,3,1,0,1,0,178,14.0887
10.1016/0006-8993(76)90809-x,3,1,0,1,0,259,13.991
10.1016/0091-3057(78)90361-1,3,1,0,1,0,150,14.1251
10.1007/bf00401545,3,1,0,1,0,237,8.3095
10.1007/978-1-4684-2394-5_7,3,1,0,1,0,38,8.5196
10.1016/0165-0173(79)90017-1,3,1,0,1,0,257,8.2948
10.1016/0166-2236(79)90022-5,3,1,0,1,0,44,8.5116
10.1016/s0031-6997(25)06839-5,3,1,0,1,0,396,8.226
10.1037/h0041029,3,1,0,1,0,1473,9.599
10.1016/s0091-3057(80)80033-5,3,1,0,1,0,261,8.292
10.1007/bf00403631,3,1,0,1,0,42,8.5142
10.1007/bf00492365,3,1,0,1,0,40,8.5169
10.1016/0006-8993(73)90045-0,3,1,0,1,0,81,8.4646
10.1126/science.173.4002.1103,3,1,0,1,0,1138,8.8438
10.1017/s0140525x00009869,3,1,0,1,0,360,8.2382
10.1001/archpsyc.1971.01750080089015,3,1,0,1,0,44,8.5116
10.1901/jeab.1980.34-219,3,1,0,1,0,699,8.2822
10.1126/science.7244622,3,1,0,1,0,141,8.3965
10.1016/0091-3057(81)90225-2,3,2,0,2,0,74,8.6238
10.3758/bf03335333,3,1,0,1,0,65,8.2667
10.1016/0024-3205(81)90314-3,3,1,0,1,0,44,8.2945
10.1016/0006-8993(81)90187-6,3,1,0,1,0,32,8.311
10.1016/0091-3057(78)90296-4,3,1,0,1,0,45,8.2932
10.1016/0091-3057(75)90121-5,3,1,0,1,0,19,8.3293
10.1016/0091-3057(82)90434-8,3,1,0,1,0,19,8.3293
10.1126/science.850798,3,1,0,1,0,28,8.3166
10.3758/bf03332973,3,2,0,2,0,14,11.4539
10.1111/j.1476-5381.1981.tb09967.x,3,1,0,1,0,40,8.3
10.1016/0091-3057(80)90051-9,3,1,0,1,0,68,8.2628
10.1007/bf00426515,3,1,0,1,0,43,8.2959
10.1007/bf00432132,3,2,0,2,0,101,11.3248
10.1016/0091-3057(81)90110-6,3,1,0,1,0,55,8.2798
10.1016/0091-3057(83)90290-3,3,2,0,2,0,29,11.4306
10.1017/s0140525x00059380,3,3,0,3,0,559,5.6024
10.1038/215375a0,3,1,0,1,0,31,8.3124
10.1007/bf00432676,3,1,0,1,0,131,8.172
10.1016/0014-2999(74)90109-5,3,1,0,1,0,233,8.0418
10.1016/0091-3057(81)90208-2,3,1,0,1,0,150,8.1455
10.1016/0006-8993(79)90206-3,3,1,0,1,0,96,8.2236
10.1192/bjp.137.4.379,3,1,0,1,0,164,8.1266
10.1007/bf00401511,3,1,0,1,0,65,8.2722
10.1016/0024-3205(81)90157-0,3,1,0,1,0,242,8.0318
10.1016/0014-2999(71)90121-x,3,1,0,1,0,339,7.9396
10.1001/archpsyc.1972.01750260021004,3,1,0,1,0,351,7.9303
10.1016/0091-3057(73)90091-9,3,1,0,1,0,166,8.1239
10.1126/science.566469,3,1,0,1,0,495,7.8532
10.1016/s0022-3565(25)32116-6,3,1,0,1,0,46,14.0959
10.1037/h0081662,3,1,0,1,0,373,13.4052
10.1016/0091-3057(86)90392-8,3,1,0,1,0,79,14.0456
10.1016/0091-3057(86)90117-6,3,1,0,1,0,51,14.0881
10.1016/0091-3057(81)90196-9,3,1,0,1,0,46,14.0959
10.1016/0091-3057(86)90150-4,3,1,0,1,0,20,14.1367
10.1016/0091-3057(86)90389-8,3,1,0,1,0,45,14.0974
10.1016/0091-3057(79)90299-5,3,1,0,1,0,154,13.9198
10.1016/0361-9230(89)90224-4,3,1,0,1,0,153,13.9226
10.1007/bf00432512,3,1,0,1,0,27,14.1256
10.1016/0091-3057(86)90348-5,3,1,0,1,0,11,14.1511
10.1016/0091-3057(80)90453-0,3,1,0,1,0,101,14.0131
10.1016/0006-8993(86)90598-6,3,1,0,1,0,86,14.0352
10.1007/bf00735892,3,1,0,1,0,111,13.9986
10.1007/bf00310507,3,1,0,1,0,75,14.0516
10.1007/bf00432775,3,1,0,1,0,143,13.9515
10.1038/228477a0,3,1,0,1,0,773,28.699
10.1103/revmodphys.34.135,3,1,0,1,0,58,29.5392
10.1109/tssc.1969.300225,3,2,0,2,0,214,53.5138
10.1007/bf00571695,3,1,0,1,0,20,29.5955
10.1113/jphysiol.1959.sp006308,3,2,0,2,0,3426,23.0605
10.1007/bf00288907,3,1,0,1,0,1131,28.441
10.1113/jphysiol.1969.sp008820,3,2,0,2,0,2567,18.0855
10.1098/rspb.1970.0040,3,1,0,1,0,282,29.2308
10.1007/bf00234062,3,1,0,1,0,116,6.882
10.1113/jphysiol.1964.sp007463,3,1,0,1,0,624,7.1534
10.1113/jphysiol.1962.sp006991,3,1,0,1,0,181,6.8642
10.1007/bf00234129,3,1,0,1,0,491,6.9934
10.1093/brain/49.1.1,3,1,0,1,0,130,6.8769
10.1016/0006-8993(75)90749-0,3,1,0,1,0,87,6.8949
10.1016/0006-8993(72)90344-7,3,1,0,1,0,1382,9.0129
10.1016/0006-8993(74)90607-6,3,1,0,1,0,153,6.87
10.1002/cne.901600302,3,1,0,1,0,335,6.8845
10.1016/0006-8993(67)90166-7,3,1,0,1,0,1484,9.3545
10.1016/0006-8993(73)90782-8,3,1,0,1,0,47,6.9178
10.1002/cne.901630106,3,1,0,1,0,525,7.0286
10.1113/jphysiol.1977.sp011863,3,1,0,1,0,482,6.9847
10.1002/ar.1091580313,3,1,0,1,0,36,6.9251
10.1016/0014-4886(73)90040-x,3,1,0,1,0,91,6.893
10.1002/cne.901280104,3,1,0,1,0,340,6.8866
10.1002/cne.901440106,3,1,0,1,0,251,6.8626
10.1007/bf00335403,3,1,0,1,0,97,6.8901
10.1002/cne.901390403,3,1,0,1,0,233,6.8613
10.1152/jn.1972.35.4.518,3,1,0,1,0,264,6.8643
10.1090/trans2/017/10,3,1,0,1,0,224,29.7181
10.1016/b978-0-934613-41-5.50014-3,3,3,0,3,0,104,2.6113
10.1007/bf00317987,3,3,0,3,0,19,2.6952
10.3758/bf03205056,3,2,0,2,0,51,2.4595
10.1016/0166-4328(86)90092-6,3,2,0,2,0,73,2.4093
10.21236/ada164453,3,2,0,2,0,2857,13.1642
10.21236/ad0241531,3,2,0,2,0,1111,4.7132
10.1016/s0019-9958(77)90354-0,3,3,0,3,0,103,2.5957
10.1162/neco.1989.1.1.1,3,2,0,2,0,334,39.4601
10.1145/76359.76371,3,3,0,3,0,1124,51.9477
10.1016/0004-3702(74)90027-7,3,1,0,1,0,19,2.5557
10.1016/0004-3702(88)90076-8,3,1,0,1,0,53,2.4949
10.1214/aoms/1177729586,3,3,0,3,0,6137,49.739
10.1147/rd.116.0601,3,1,0,1,0,441,2.6225
10.1137/1116025,3,3,0,3,0,2062,49.4677
10.1109/proc.1976.10286,3,1,0,1,0,1218,5.1912
10.1287/mnsc.23.8.853,3,1,0,1,0,10,2.5735
10.1023/a:1020281327116,3,1,0,1,0,1560,12.6922
10.1007/bf00992696,3,1,0,1,0,3438,31.3791
10.1109/robot.2007.363633,3,1,0,1,0,13,1.5674
10.1109/robot.2002.1014739,3,2,0,2,0,490,2.5973
10.1016/j.robot.2004.03.003,3,1,0,1,0,313,1.0891
10.1109/iros.2005.1545257,3,1,0,1,0,31,1.5256
10.1109/iros.2006.282564,3,1,0,1,0,277,1.0752
10.1016/s0079-6123(06)65027-9,3,1,0,1,0,205,1.2237
10.5040/9781492596844,3,1,0,1,0,211,1.2021
10.1109/iros.2004.1389957,3,1,0,1,0,19,1.553
10.1109/iros.1996.569012,3,1,0,1,0,45,2.0585
10.1007/3-540-64473-3_49,3,1,0,1,0,102,1.9746
10.1093/mind/lix.236.433,3,1,0,1,0,7486,68.3443
10.1109/iros.1996.568989,3,1,0,1,0,47,2.055
10.1023/a:1022699900025,3,1,0,1,0,533,2.3457
10.1007/bf00198086,3,1,0,1,0,828,6.8419
10.1126/science.3975635,3,1,0,1,0,801,6.5758
10.1007/s004220050408,3,1,0,1,0,143,0.995
10.1163/156855300x00061,3,1,0,1,0,48,1.4117
10.1007/978-1-4615-3618-5,3,1,0,1,0,273,1.5881
10.1080/00222895.1988.10735430,3,1,0,1,0,51,1.3906
10.1023/a:1006559212014,3,1,0,1,0,953,4.5511
10.1023/a:1006511328852,3,1,0,1,0,169,1.4344
10.1109/robot.2000.846414,3,1,0,1,0,55,1.5179
10.1162/jocn.1993.5.4.408,3,1,0,1,0,244,1.5017
10.1162/neco.1997.9.2.271,3,1,0,1,0,93,1.4657
10.1177/027836499301200101,3,1,0,1,0,235,1.4888
10.1002/0471781819,3,1,0,1,0,474,2.0347
10.1002/rob.4620060203,3,1,0,1,0,175,1.4362
10.1207/s15516709cog1603_1,3,1,0,1,0,776,3.2462
10.1613/jair.301,3,1,0,1,0,5324,47.3908
10.1109/tmech.2005.848290,3,1,0,1,0,97,1.4616
10.1109/jra.1987.1087068,3,1,0,1,0,2289,17.2691
10.1023/a:1015727715131,3,1,0,1,0,176,1.4366
10.1002/0471722138,3,1,0,1,0,1171,6.4648
10.1109/robot.2000.844073,3,1,0,1,0,78,1.4836
10.1017/cbo9780511665479,3,1,0,1,0,328,1.6781
10.1162/089976605774320557,3,1,0,1,0,392,1.8666
10.1023/a:1013258808932,3,1,0,1,0,54,1.5196
10.1162/089976698300017746,3,1,0,1,0,1866,9.0685
10.21236/ada280862,3,1,0,1,0,50,1.8735
10.1162/neco.1997.9.2.349,3,1,0,1,0,149,1.8665
10.1613/jair.806,3,1,0,1,0,310,2.1225
10.1613/jair.807,3,1,0,1,0,69,1.8618
10.1162/neco.2007.12-05-077,3,1,0,1,0,81,1.8569
10.1109/ijcnn.1992.287219,3,1,0,1,0,15,1.9074
10.1016/s0921-8890(97)00043-2,3,1,0,1,0,115,1.8538
10.1016/j.conb.2005.10.011,3,1,0,1,0,373,2.2941
10.1287/ijoc.14.3.192.113,3,1,0,1,0,631,3.2359
10.1145/318371.318612,3,1,0,1,0,50,1.8735
10.1145/84537.84552,3,1,0,1,0,208,1.9249
10.1163/156855307782148550,3,1,0,1,0,85,1.8558
10.1016/0893-6080(90)90056-q,3,1,0,1,0,228,1.9546
10.1007/3-540-44581-1_40,3,1,0,1,0,13,1.9098
10.1287/mnsc.45.11.1570,3,1,0,1,0,65,1.8639
10.1109/robot.2004.1307456,3,1,0,1,0,319,2.1449
10.1109/iros.2005.1545206,3,1,0,1,0,38,1.8833
10.1016/0893-6080(90)90006-7,3,1,0,1,0,266,2.6081
10.1016/0893-6080(88)90003-2,3,1,0,1,0,1296,5.982
10.1007/3-540-64473-3_74,3,1,0,1,0,15,1.652
10.1007/3-540-48422-1_28,3,1,0,1,0,34,1.617
10.1613/jair.575,3,1,0,1,0,331,1.7928
10.1613/jair.639,3,1,0,1,0,662,3.0269
10.1007/3-540-64473-3_76,3,1,0,1,0,42,1.6038
10.1002/9780470316887,3,1,0,1,0,4397,34.6484
10.1007/3-540-45324-5_40,3,1,0,1,0,27,1.6293
10.7551/mitpress/4151.001.0001,3,1,0,1,0,174,1.5294
10.1007/3-540-45603-1_22,3,1,0,1,0,13,1.6559
10.1007/3-540-45324-5_23,3,1,0,1,0,11,1.6599
10.1007/3-540-48422-1_21,3,1,0,1,0,22,1.6385
10.1016/s0004-3702(99)00052-1,3,1,0,1,0,1530,7.5593
10.1162/neco.1994.6.2.215,3,1,0,1,0,439,2.1315
10.1207/s15516709cog0901_7,3,4,0,4,0,2120,10.848
10.1038/scientificamerican0680-64,3,1,0,1,0,25,2.1148
10.1016/0893-6080(88)90023-8,3,1,0,1,0,803,4.2242
10.1007/bf00336991,3,1,0,1,0,52,2.0586
10.1038/333452a0,3,1,0,1,0,284,1.7615
10.1016/0022-2836(88)90564-5,3,2,0,2,0,916,38.1776
10.1016/s0885-2308(86)80008-0,3,2,0,2,0,62,15.7877
10.1038/323533a0,3,3,0,3,0,20872,197.1358
10.1007/978-1-4757-3437-9_17,3,1,0,1,0,26,1.5368
10.1109/afgr.2002.1004124,3,1,0,1,0,116,1.3926
10.1023/a:1008078328650,3,1,0,1,0,3628,33.2714
10.1109/iros.2000.895274,3,1,0,1,0,133,1.3805
10.1007/978-3-540-45135-8_14,3,1,0,1,0,19,1.553
10.1007/3-540-45327-x_13,3,1,0,1,0,18,1.5554
10.1109/pgec.1967.264666,3,2,0,2,0,341,53.5835
10.1109/tpami.1986.4767769,3,1,0,1,0,738,28.7682
10.1162/neco.1993.5.1.140,3,1,0,1,0,98,17.2109
10.1016/0893-6080(91)90040-c,3,1,0,1,0,55,17.2781
10.1109/18.256500,3,1,0,1,0,1967,19.2479
10.1038/355161a0,3,1,0,1,0,297,16.9209
10.1002/j.1538-7305.1948.tb01340.x,3,1,0,1,0,712,16.0304
10.1016/0893-6080(89)90014-2,3,2,0,2,0,896,21.212
10.1007/978-3-642-49207-5,3,1,0,1,0,44,17.2957
10.1007/978-1-4757-2249-9,3,1,0,1,0,518,16.3505
10.1007/978-1-4612-0877-8,3,1,0,1,0,170,17.1038
10.1162/neco.1994.6.4.696,3,1,0,1,0,10,17.3511
10.1109/18.42184,3,1,0,1,0,58,17.2733
10.1109/tit.1979.1056067,3,1,0,1,0,687,16.0589
10.1080/01621459.1989.10478797,3,4,0,4,0,817,32.1114
10.1126/science.7761831,3,2,0,2,0,567,30.6869
10.1162/neco.1994.6.6.1262,3,1,0,1,0,118,17.1804
10.1017/9781139171809,3,1,0,1,0,35,17.3102
10.1109/18.256488,3,1,0,1,0,70,17.2544
10.1088/0954-898x_4_4_001,3,1,0,1,0,64,17.2638
10.1007/bf00332918,3,1,0,1,0,920,25.5961
10.2307/2289282,3,1,0,1,0,527,25.9129
10.1109/83.465101,3,1,0,1,0,65,26.4707
10.1109/t-c.1971.223208,3,1,0,1,0,241,26.2352
10.1016/0893-6080(89)90003-8,3,2,0,2,0,3191,48.7689
10.1103/physreva.41.5325,3,1,0,1,0,27,26.5251
10.1002/aic.690370209,3,3,0,3,0,2283,37.6133
10.1007/bf00275687,3,1,0,1,0,1771,25.4306
10.1142/s0129065789000475,3,1,0,1,0,660,25.7891
10.1162/neco.1994.6.5.916,3,1,0,1,0,36,26.5121
10.1209/0295-5075/10/7/015,3,1,0,1,0,175,26.3203
10.1109/tassp.1985.1164557,3,1,0,1,0,2735,25.1794
10.1162/neco.1993.5.3.363,3,1,0,1,0,12,26.547
10.1109/34.993558,3,1,0,1,0,4789,50.0966
10.1023/a:1012454411458,3,1,0,1,0,350,44.7808
10.1006/inco.1995.1136,3,1,0,1,0,1156,44.9723
10.2307/2287576,3,1,0,1,0,315,44.7809
10.1162/089976602760128018,3,1,0,1,0,3081,46.8735
10.1364/josaa.20.001434,3,1,0,1,0,1059,44.9299
10.1109/34.982899,3,1,0,1,0,37,44.8056
10.1016/0004-3702(92)90065-6,3,1,0,1,0,238,44.7833
10.1109/tip.2005.852470,3,1,0,1,0,207,44.7852
10.1016/0893-6080(89)90044-0,3,1,0,1,0,1183,44.9851
10.1162/jmlr.2003.4.7-8.1235,3,1,0,1,0,18,44.8089
10.1007/bf02293745,3,1,0,1,0,684,43.2236
10.1007/978-3-662-00784-6,3,1,0,1,0,1514,43.5285
10.1162/089976698300017953,3,2,0,2,0,933,42.5865
10.1016/s0031-3203(99)00078-3,3,1,0,1,0,33,43.2669
10.1016/0893-6080(94)90109-0,3,1,0,1,0,611,43.216
10.1126/science.272.5270.1905,3,2,0,2,0,195,22.9603
10.1137/1.9780898719581,3,1,0,1,0,575,43.2135
10.1038/44565,3,1,0,1,0,10419,66.1868
10.1137/1.9781611970265,3,1,0,1,0,1058,43.3113
10.1126/science.1598577,3,1,0,1,0,448,41.5619
10.1126/science.210.4468.390,3,1,0,1,0,514,41.5564
10.1162/jocn.1991.3.1.71,3,1,0,1,0,9997,62.9364
10.1007/bf01421486,3,1,0,1,0,1381,41.7304
10.1126/science.1908118,3,1,0,1,0,103,41.6342
10.1121/1.395916,3,1,0,1,0,149,41.6203
10.1121/1.1912239,3,1,0,1,0,80,41.6415
10.1126/science.1857964,3,1,0,1,0,535,41.5551
10.1126/science.269.5224.676,3,1,0,1,0,6056,49.7768
10.1046/j.1365-8711.1998.01596.x,3,1,0,1,0,105,41.6335
10.1126/science.356262,3,1,0,1,0,403,41.5672
10.1038/326689a0,3,1,0,1,0,642,41.5532
10.1007/978-3-662-00784-6_5,3,1,0,1,0,18,41.663
10.1016/0165-1684(94)90029-9,3,1,0,1,0,6062,49.7934
10.1162/neco.1995.7.6.1129,3,1,0,1,0,7025,52.6239
10.1126/science.1251207,3,1,0,1,0,161,41.6169
10.1098/rspb.1978.0020,3,1,0,1,0,1255,5.9924
10.1145/356924.356930,3,1,0,1,0,1541,7.364
10.1016/0004-3702(81)90025-4,3,1,0,1,0,223,2.0877
10.1145/356869.356871,3,1,0,1,0,155,2.0444
10.1115/1.3426923,3,1,0,1,0,539,2.8761
10.1115/1.3426922,3,1,0,1,0,1621,7.7522
10.1109/2.29,3,1,0,1,0,336,2.2749
10.3138/9781487576752,3,1,0,1,0,188,2.0584
10.1016/0025-5564(71)90051-4,3,1,0,1,0,2024,9.3957
10.1016/0004-3702(87)90050-6,3,1,0,1,0,1382,6.5978
10.1145/356810.356816,3,1,0,1,0,838,4.0799
10.1016/b978-1-55860-092-8.50012-5,3,1,0,1,0,57,2.0821
10.1016/s0921-8890(05)80030-2,3,1,0,1,0,66,2.0737
10.1037/11494-000,3,1,0,1,0,4694,30.063
10.1016/0025-5564(79)90063-4,3,1,0,1,0,115,2.0455
10.1007/978-94-009-7758-7,3,1,0,1,0,590,3.0625
10.1037/h0029767,3,1,0,1,0,62,1.7049
10.1037/0003-066x.38.2.175,3,1,0,1,0,55,1.7184
10.1002/j.1556-6676.1985.tb01015.x,3,1,0,1,0,11,1.8166
10.1146/annurev.ps.37.020186.000245,3,1,0,1,0,171,1.309
10.1037/0033-2909.93.1.179,3,1,0,1,0,416,2.1703
10.1037/0021-9010.72.3.457,3,1,0,1,0,62,1.7049
10.1037/0003-066x.35.11.1012,3,1,0,1,0,479,2.7217
10.1037/0003-066x.36.10.1181,3,1,0,1,0,70,1.6903
10.1146/annurev.ps.29.020178.001143,3,1,0,1,0,54,1.7204
10.1007/bf02084158,3,1,0,1,0,1391,9.0825
10.1109/tit.1974.1055172,3,1,0,1,0,114,1.9619
10.1145/321832.321839,3,1,0,1,0,130,1.9464
10.1038/scientificamerican0575-47,3,1,0,1,0,446,1.9164
10.1145/321892.321894,3,3,0,3,0,527,1.9984
10.1147/rd.214.0350,3,1,0,1,0,223,1.9214
10.1002/cpa.3160310407,3,1,0,1,0,23,2.1079
10.1090/pspum/028.2/0432534,3,1,0,1,0,170,1.9217
10.1007/978-1-4613-9435-8_10,3,1,0,1,0,33,2.0874
10.1038/scientificamerican1179-20,3,1,0,1,0,32,2.0894
10.1080/00029890.1982.11995373,3,1,0,1,0,23,2.1079
10.1037/0003-066x.51.2.77,3,2,0,2,0,1644,7.3139
10.1037/h0038215,3,1,0,1,0,15,2.3642
10.1037/0003-066x.42.2.137,3,1,0,1,0,152,2.3245
10.1037/0033-2909.102.1.3,3,1,0,1,0,409,3.0759
10.1016/0001-8791(86)90017-5,3,1,0,1,0,27,2.6158
10.1111/j.1744-6570.1991.tb00688.x,3,1,0,1,0,5106,26.1483
10.1037/0021-9010.78.3.443,3,1,0,1,0,76,2.6008
10.1037/0021-9010.80.1.168,3,1,0,1,0,164,2.6323
10.1037/0021-9010.76.6.863,3,1,0,1,0,115,2.6055
10.5465/amr.1988.4306775,3,1,0,1,0,1038,5.4706
10.1016/s0160-2896(97)90012-x,3,1,0,1,0,99,2.6017
10.1037/0003-066x.50.11.928,3,1,0,1,0,253,2.7379
10.1037/0096-3445.115.3.255,3,1,0,1,0,160,2.6293
10.1016/s0160-2896(97)90017-9,3,1,0,1,0,65,2.6021
10.1037/0021-9010.65.6.697,3,1,0,1,0,36,2.6113
10.1016/0001-8791(86)90008-4,3,1,0,1,0,55,2.6044
10.1016/0001-8791(84)90018-6,3,1,0,1,0,21,2.6193
10.1037/0021-9010.68.4.602,3,1,0,1,0,36,2.6113
10.1016/0001-8791(86)90013-8,3,1,0,1,0,596,3.6669
10.1037/0033-2909.96.1.72,3,1,0,1,0,1175,6.0869
10.1037/0021-9010.75.1.28,3,1,0,1,0,205,2.6722
10.1017/s0140525x0000577x,3,1,0,1,0,12,1.8831
10.1017/s0140525x00001515,3,1,0,1,0,2016,13.764
10.1017/s0140525x00059859,3,1,0,1,0,110,1.7263
10.1017/s0140525x00058611,3,1,0,1,0,320,1.8469
10.1017/s0140525x00001771,3,1,0,1,0,760,3.0615
10.1017/s0140525x0001921x,3,1,0,1,0,449,2.1878
10.1093/brain/88.2.237,3,1,0,1,0,2372,17.2397
10.1111/j.1749-6632.1976.tb25468.x,3,1,0,1,0,14,1.8787
10.1017/s0140525x00013959,3,1,0,1,0,75,1.7681
10.1017/s0031819100057983,3,1,0,1,0,375,1.9733
10.1109/18.720554,3,1,0,1,0,671,3.6663
10.1016/s0019-9958(75)90261-2,3,1,0,1,0,485,2.0507
10.1007/978-94-010-3578-1,3,1,0,1,0,25,1.7976
10.1007/978-3-642-67075-6,3,1,0,1,0,210,1.5494
10.1016/s0019-9958(67)91165-5,3,1,0,1,0,2322,19.9143
10.2307/2183532,3,1,0,1,0,781,4.7051
10.1145/141420.141422,3,1,0,1,0,57,1.7312
10.1007/978-1-4757-2606-0,3,2,0,2,0,1080,7.9703
10.1126/science.283.5398.77,3,1,0,1,0,749,4.4
10.1109/18.481776,3,1,0,1,0,559,2.6566
10.1016/s0022-0000(73)80030-3,3,1,0,1,0,178,1.6064
10.1109/18.144706,3,1,0,1,0,247,1.3397
10.1016/s0893-6080(96)00127-x,3,1,0,1,0,89,1.5342
10.1016/s0019-9958(64)90223-2,3,2,0,2,0,1007,7.2537
10.1109/tit.1978.1055913,3,2,0,2,0,220,1.485
10.1023/a:1007383707642,3,1,0,1,0,102,1.4562
10.1111/j.2517-6161.1979.tb01066.x,3,1,0,1,0,782,4.7146
10.1109/18.54897,3,1,0,1,0,296,1.3358
10.1109/tit.2005.844059,3,1,0,1,0,771,4.6095
10.2307/2981683,3,1,0,1,0,735,4.2672
10.1016/0304-3975(83)90139-1,3,1,0,1,0,44,1.7567
10.1006/jcss.2000.1743,3,1,0,1,0,16,1.8184
10.1109/tit.2003.814488,3,1,0,1,0,19,1.8114
10.1109/18.651051,3,1,0,1,0,33,1.7799
10.1080/01621459.1996.10477003,3,1,0,1,0,695,3.8903
10.1109/tit.1976.1055501,3,1,0,1,0,2125,17.9561
10.1109/18.720534,3,1,0,1,0,284,1.3459
10.1214/aos/1176346150,3,1,0,1,0,1096,7.7673
10.1142/s0129054102001291,3,1,0,1,0,50,1.7446
10.1023/b:mach.0000015880.99707.b2,3,1,0,1,0,71,1.7061
10.1109/acv.1994.341300,3,1,0,1,0,1315,78.01
10.1109/cvpr.1994.323814,3,1,0,1,0,1116,78.2023
10.1117/12.191877,3,1,0,1,0,84,79.3957
10.1016/0031-3203(94)90081-7,3,1,0,1,0,67,79.4181
10.1007/bf00239352,3,2,0,2,0,940,39.6568
